CONDITION,COUNT
Multiple endocrine neoplasia,2
Coagulation factor decreased,8
Hepatic ischaemia,1
Acanthamoeba keratitis,1
Hypertonia neonatal,17
Ichthyosis acquired,2
Meningorrhagia,3
Catheter site hypersensitivity,4
Jaw cyst,3
Epiphyses delayed fusion,4
Injection site vasculitis,3
Diaphragm muscle weakness,2
Leukaemia cutis,8
Haptoglobin abnormal,2
Paroxysmal sympathetic hyperactivity,1
Pharmacophobia,1
Tinea faciei,1
Glioneuronal tumour,1
Sleep inertia,1
B-cell lymphoma refractory,7
Autoimmune uveitis,3
Retinal operation,4
Polypoidal choroidal vasculopathy,2
Constricted ear deformity,1
External auditory canal atresia,1
Neonatal respiratory acidosis,1
Asthma prophylaxis,2
Skin degenerative disorder,4
Stent patency maintenance,1
Kidney rupture,5
Peripheral nerve paresis,3
Radial nerve injury,3
Skin lesion removal,1
MacLeod's syndrome,2
Surgical skin tear,1
Local anaesthetic systemic toxicity,16
Administration site discomfort,1
Visceral oedema,1
Alveolar soft part sarcoma metastatic,1
Child-Pugh-Turcotte score increased,1
Osmolar gap,2
Inadequate aseptic technique in manufacturing of product,1
Uterine carcinoma in situ,1
Stoma obstruction,2
Hyperandrogenism,1
Lymphocytic lymphoma,2
Blood lead increased,2
Injection site eczema,2
Benign gastric neoplasm,1
Blood pressure difference of extremities,1
Blood luteinising hormone increased,3
Eyelid operation,3
Product label on wrong product,3
Heparin-induced thrombocytopenia test,5
Sebaceous naevus,1
Vitamin K,1
Pulmonary contusion,5
Cardiac electrophysiologic study,1
Septal panniculitis,2
Anti-interferon antibody,1
Disturbance of thermoregulation of newborn,1
Compensatory sweating,1
Pupillary block,1
Semen viscosity decreased,1
Retroplacental haematoma,1
Hepatitis A antibody positive,2
Medical device site joint inflammation,1
JC virus CSF test positive,5
Electrocardiogram U-wave abnormality,2
Platelet aggregation abnormal,1
"Delusional disorder, somatic type",1
Hepatobiliary procedural complication,1
Haematology test,1
Poikiloderma,2
Meningitis herpes,7
Gender dysphoria,2
Radioisotope scan abnormal,10
Alcaligenes infection,1
Drug-device incompatibility,1
Antithrombin III deficiency,3
Amnestic disorder,17
Uterine hyperstimulation,5
Herbal toxicity,2
Nicotinic acid deficiency,1
Scrotal gangrene,1
Extracorporeal circulation,1
Acute pulmonary histoplasmosis,2
Hyperalbuminaemia,3
Cardiac asthma,5
Metatarsal excision,2
Overgrowth fungal,1
Oculocephalogyric reflex absent,2
Pelvic congestion,1
Intra-ocular injection,1
Viral load undetectable,1
Actinomycotic skin infection,2
Post-tussive vomiting,2
Hairy cell leukaemia recurrent,1
X-ray limb abnormal,4
Haemangiopericytoma,1
Pedal pulse abnormal,3
Segmental diverticular colitis,3
Collagen-vascular disease,2
Rabies,1
Electrocardiogram T wave alternans,6
Mumps antibody test negative,2
Radiculotomy,2
Burn of internal organs,2
Gastric residual increased,1
Thecal sac compression,2
Vitreous disorder,3
Thyroid stimulating immunoglobulin increased,3
Haemorrhage foetal,1
Calcium ionised increased,3
Vulval leukoplakia,1
Metabolic function test abnormal,4
Red blood cell sickled cells present,1
Pneumothorax traumatic,3
Papilla of Vater stenosis,2
Deprescribing error,1
Malignant gastrointestinal obstruction,3
Neurofibrosarcoma,2
Similar reaction on previous exposure to drug,1
Brachial artery entrapment syndrome,1
Corynebacterium bacteraemia,2
Infusion site laceration,1
Hepatic infiltration eosinophilic,1
Splenic necrosis,2
Blood ethanol,1
Carbohydrate antigen 125,1
Mesenteric neoplasm,4
Testicular germ cell tumour mixed,1
Hypercorticoidism,8
Foetal-maternal haemorrhage,1
Subclavian vein occlusion,1
Malignant dysphagia,3
Endometrial cancer recurrent,1
Congenital hearing disorder,2
Congenital inguinal hernia,2
Congenital renal cyst,3
Congenital hyperthyroidism,3
Fontanelle depressed,4
Head circumference abnormal,1
Microgenia,1
Polymicrogyria,1
Toxic anterior segment syndrome,8
Blood glucose normal,1
Schizophreniform disorder,7
Urine potassium,1
Primary mediastinal large B-cell lymphoma,3
Drug implantation,2
Administration site rash,2
Acalculia,2
Eye infection intraocular,2
Phakomatosis,3
Attention-seeking behaviour,2
Urethrectomy,1
Joint neoplasm,4
Bone giant cell tumour malignant,1
Uterine injury,1
Flat anterior chamber of eye,1
Inflammatory marker decreased,5
Autoimmune thyroid disorder,1
Nasal mucosal ulcer,4
Sideroblastic anaemia,2
Post-traumatic headache,1
Gastrin secretion disorder,1
Past-pointing,4
Carnitine increased,1
Transfusion-related acute lung injury,1
Meconium in amniotic fluid,12
Micrococcal sepsis,4
Hyposideraemia,1
Benign familial haematuria,1
Tractional retinal detachment,1
Turbinectomy,1
Deep anterior chamber of the eye,1
Optic disc disorder,2
Vascular catheterisation,1
Myocardial reperfusion injury,1
Idiopathic orbital inflammation,2
Gut fermentation syndrome,1
Urine alcohol test positive,3
Blood testosterone free decreased,2
Blood testosterone free increased,1
Feminisation acquired,1
Mucoepidermoid carcinoma,1
X-ray limb,1
Iron binding capacity unsaturated increased,1
Salpingoplasty,2
Blood beta-D-glucan increased,1
Viral vasculitis,1
Gastric tube reconstruction,1
CSF protein,1
Myofascial spasm,2
Gastric pH increased,1
Coma acidotic,2
Cardiac stress test,2
Ear canal abrasion,1
Accessory auricle,1
Cortical dysplasia,1
Optic disc haemorrhage,4
Fungal cystitis,1
Urethral melanoma metastatic,2
Alpha 1 foetoprotein decreased,1
Administration site oedema,6
Blood alkaline phosphatase,2
Blood lactate dehydrogenase,1
Haemorrhagic pneumonia,1
Interventional procedure,4
Measles antibody negative,4
Varicella virus test negative,1
Arthropod infestation,1
Achlorhydria,1
Dental necrosis,4
Vascular wall hypertrophy,1
Strangulated incisional hernia,1
Administration site warmth,3
Nodular lymphocyte predominant Hodgkin lymphoma,2
Chromoblastomycosis,2
Plasmacytosis,5
Ex-drug abuser,1
Diabetes with hyperosmolarity,1
Arterial perforation,2
Gastrocardiac syndrome,1
Kidney hypermobility,1
Death of companion,1
Vascular access site bruising,1
Vascular access site haematoma,1
Contracted bladder,1
Gastric stenosis,5
Blast cell count decreased,1
Diffuse large B-cell lymphoma stage I,2
Prolapse repair,2
Strangulated hernia repair,1
Hanging,6
Refusal of treatment by relative,2
Leukaemic infiltration renal,1
Thyroid dermatopathy,8
Mini mental status examination abnormal,2
Terminal dribbling,1
Leptospirosis,1
Gastroenteritis radiation,7
Vulvar dysplasia,1
Toxic nodular goitre,2
Mental disorder due to a general medical condition,1
Drug physiologic incompatibility,2
Biopsy bone,2
Sensory ganglionitis,1
Exposure via inhalation,1
Trapeziectomy,1
Fibrinous bronchitis,1
Hormone replacement therapy,1
Vaginal neoplasm,1
Vascular graft complication,1
Biliary polyp,1
Oesophagitis chemical,2
Lymphangiectasia,1
Bone marrow transplant rejection,5
Acrophobia,2
Genital contusion,2
Penile contusion,3
Electrophoresis abnormal,1
Electrocardiogram ST-T segment abnormal,6
Coronary ostial stenosis,1
Electrocardiogram QT interval normal,1
Glycosylated haemoglobin,3
Thermoanaesthesia,2
Skin cancer metastatic,1
Internal fixation of spine,1
Selective mutism,3
Antineutrophil cytoplasmic antibody increased,1
Tumour cell mobilisation,1
Duplicate therapy error,3
Progressive muscular atrophy,1
Pinealoblastoma,1
Gastric fluid analysis abnormal,1
Plasma protein metabolism disorder,1
Pulmonary hilum mass,2
Vocal cord nodule removal,1
Viral uveitis,3
FEV1/FVC ratio abnormal,1
Post streptococcal glomerulonephritis,1
Hepatopulmonary syndrome,1
Retinopathy haemorrhagic,1
Pulmonary fistula,2
Septum pellucidum agenesis,2
Blood copper increased,1
Asymptomatic bacteriuria,2
Lip haematoma,1
Monoclonal B-cell lymphocytosis,3
Infusion site dryness,1
Stricturoplasty,1
Left ventricular end-diastolic pressure,1
Hand prosthesis user,1
Blood creatine phosphokinase MB abnormal,1
CD4 lymphocytes,1
Uterine dilation and evacuation,1
Malignant neoplasm of ampulla of Vater,1
Optic disc drusen,1
Histiocytosis,8
Kaposi's varicelliform eruption,3
Glomerulonephritis minimal lesion,3
Pulmonary artery aneurysm,2
Peri-implantitis,5
Acceleromyography,1
Pulmonary function test increased,1
Arm amputation,2
Donor specific antibody present,3
Patient dissatisfaction with device,2
Chronic lymphocytic leukaemia transformation,1
Achromotrichia acquired,1
Pancreatic duct stenosis,1
Renal cell carcinoma stage I,1
Carbohydrate antigen 19-9,1
Intracranial haemangioma,1
Electrocardiogram ST segment,1
Cystadenocarcinoma ovary,1
Disabled relative,1
Peripheral T-cell lymphoma unspecified refractory,1
Ciliary body disorder,1
Subdural haematoma evacuation,1
Airway remodelling,5
Hand amputation,1
Serratia sepsis,1
Alexia,1
Cytotoxic cardiomyopathy,2
Preictal state,1
Basilar artery occlusion,1
Cervix carcinoma recurrent,1
Thyroglossal cyst,1
Caffeine consumption,4
Laparotomy,7
Radiation mucositis,2
Sinus perforation,1
Lactose tolerance test abnormal,1
Acetylcholinesterase deficiency,1
Hyper IgE syndrome,3
Cervix enlargement,1
Norepinephrine increased,1
Bone scan abnormal,2
Glutathione decreased,1
Galectin-3 increased,3
Application site thrombosis,1
Bladder catheter permanent,3
Cardiac ventriculogram left abnormal,1
Tonsillolith,3
General physical condition normal,1
Female sex hormone level abnormal,1
Epidural injection,2
Cholesterol granuloma,1
Aniseikonia,1
Explorative laparotomy,2
Gingival cyst,1
Spine malformation,2
CSF white blood cell count positive,2
Disorder of globe,2
Peripheral arterial reocclusion,1
Colour vision tests abnormal,1
Meningitis neonatal,1
Bacterial toxaemia,1
Portal vein dilatation,3
Insulin resistant diabetes,2
Anaplastic meningioma,1
Heparin resistance,1
Tertiary hypothyroidism,1
Varicose veins vulval,1
Electrocution,1
Acinar cell carcinoma of pancreas,1
Procollagen type I C-terminal propeptide increased,1
Serum procollagen type I N-terminal propeptide increased,1
Biopsy endometrium,2
Anaemia megaloblastic,3
Carcinoma in situ of eye,1
Hypophosphatasia,1
Cerebral artery restenosis,1
Post stroke seizure,2
Epinephrine increased,2
Foetal macrosomia,7
Oral viral infection,1
Oesophageal tuberculosis,1
Mucosal hyperaemia,1
Diffuse large B-cell lymphoma stage II,1
Retinal infiltrates,1
Respiratory moniliasis,2
Voyeurism,2
Implant site cyst,1
Thyroid haemorrhage,2
Urethral stent insertion,1
Diffuse lamellar keratitis,1
Tongue dysplasia,1
Elliptocytosis,2
Haemorrhagic cholecystitis,1
Cervix carcinoma stage III,2
Foetal alcohol syndrome,2
Urogenital infection fungal,1
Pneumonia adenoviral,7
Gait apraxia,2
Drain removal,1
Eyelid contusion,2
Human metapneumovirus test,1
Coagulation factor VII level decreased,2
Cranial operation,2
Cardiac resynchronisation therapy,1
Amniorrhexis,1
Phagophobia,1
Dermatitis herpetiformis,2
Epidermolysis bullosa,2
Keratosis follicular,1
Meniscus removal,2
Chorioretinal atrophy,1
Penile cancer,4
Drug peak level,1
Anastomotic ulcer perforation,3
Oesophageal intramural haematoma,2
Dermatophagia,1
Band neutrophil percentage decreased,1
Promyelocyte count decreased,1
Sepsis syndrome,3
Haemodynamic test abnormal,4
Central venous pressure increased,1
Waxy flexibility,2
Turner's syndrome,3
Blood immunoglobulin G abnormal,1
Hepatitis C virus test,1
Red blood cell schistocytes present,3
Schistocytosis,6
Diastema,1
Malnutrition-inflammation-atherosclerosis syndrome,1
Yellow nail syndrome,1
Pleurocutaneous fistula,1
Coagulation factor X level decreased,1
Encapsulating peritoneal sclerosis,1
Fallopian tube obstruction,2
Chronic granulomatous disease,2
Vulvovaginal human papilloma virus infection,1
Blebitis,8
Post polio syndrome,1
Vitamin B6 decreased,3
Functional residual capacity abnormal,1
Erythrasma,1
Sustained viral response,1
Cytomegalovirus mucocutaneous ulcer,1
Decerebration,1
Blood alcohol,1
Infusion site granuloma,1
Plasma viscosity decreased,1
Mucinous adenocarcinoma of appendix,1
Coombs negative haemolytic anaemia,3
Tongue thrust,2
Laryngeal cyst,1
Biopsy vocal cord,1
Urological examination,1
Endoscopy upper gastrointestinal tract,1
Tobacco withdrawal symptoms,3
Hyperparathyroidism tertiary,1
Compulsive lip biting,2
Nerve stimulation test abnormal,1
Retroperitoneal abscess,3
Blood glucose,3
Cardiac device reprogramming,1
Osteosarcoma recurrent,4
Renal artery dissection,1
Renal cortical necrosis,4
Maternal use of illicit drugs,1
Bronchial lesion excision,1
Physical examination,2
Mesenteric haematoma,1
Psychotherapy,2
Osteodystrophy,1
Haemoglobin,2
Gastrorrhaphy,1
Anti factor Xa activity decreased,1
Porphyria acute,5
Blindness day,1
Laryngeal haematoma,1
Pancreatic carcinoma stage III,2
Cardiac monitoring abnormal,1
Gastrooesophageal cancer,1
Retroperitoneal cancer,2
Radiation prostatitis,1
Blood smear test abnormal,1
Retinal migraine,2
Chronic pigmented purpura,2
Meningitis staphylococcal,1
Hyponatraemic encephalopathy,1
Hamartoma,1
Trace element deficiency,1
Menarche,1
Chloropsia,2
Pericarditis adhesive,1
Splenic infection,1
Benign oesophageal neoplasm,1
Foreign body in ear,3
Mitochondrial myopathy acquired,1
Denture wearer,1
Biopsy prostate,1
Lymphangioma,3
Cardiac valve discolouration,1
Opsoclonus myoclonus,2
Bone marrow tumour cell infiltration,1
Cervicogenic headache,1
Cancer fatigue,1
Autonomic failure syndrome,2
Breath alcohol test positive,2
Cardiopulmonary bypass,1
Scrotal cyst,1
Pseudologia,1
Occupational exposure to extreme temperature,1
Vascular bypass dysfunction,1
Eye infection toxoplasmal,2
Single component of a two-component product administered,3
Lack of application site rotation,3
Egocentrism,1
Overconfidence,1
Adulterated product,3
Massage,1
Blepharoplasty,1
Lens capsulotomy,1
Mucosal pain,2
Infusion site cyst,1
Coeliac artery compression syndrome,5
Renal vein compression,5
Coronary artery perforation,1
Sickle cell trait,4
Vulvovaginal hypoaesthesia,3
Nasal cavity packing removal,1
Cytomegalovirus urinary tract infection,1
Proctitis bacterial,1
Vertebral artery stenosis,1
Erythematotelangiectatic rosacea,1
Angioimmunoblastic T-cell lymphoma recurrent,1
Aphakia,1
Nasal mucosal erosion,2
Uvulitis,1
Iris adhesions,3
Electrocardiogram Q wave abnormal,2
Encephalitis post varicella,1
Corneal lesion,4
Epstein-Barr virus antigen positive,1
Retinopathy solar,1
Amino acid level abnormal,1
Faecal elastase concentration decreased,2
Dysaesthesia pharynx,3
Post procedural myocardial infarction,2
Drug rehabilitation,1
Implant site oedema,4
Tobacco poisoning,3
Oophoritis,1
Pseudomeningocele,4
Secondary syphilis,2
Myalgia intercostal,2
Puncture site erythema,4
Carboxyhaemoglobin increased,1
Cardiac valve sclerosis,2
Thrombosis prophylaxis,2
Iridectomy,1
Palate injury,1
Tissue rupture,2
Oligoasthenozoospermia,6
Degenerative aortic valve disease,5
Anaplastic thyroid cancer,1
Vulvovaginal warts,1
AST/ALT ratio,1
Papuloerythroderma of Ofuji,1
Pregnancy with injectable contraceptive,4
Purtscher retinopathy,1
Iris hypopigmentation,3
Penile odour,1
Optic nerve neoplasm,1
Retinoblastoma,1
Urine cotinine test positive,1
Poor weight gain neonatal,2
Smear cervix,1
Infected seroma,1
Ovarian endometrioid carcinoma,1
Korsakoff's syndrome,1
Benign neoplasm of optic nerve,1
Amyloidoma,2
Surgical vascular shunt,2
Extraskeletal myxoid chondrosarcoma,2
Mycetoma mycotic,2
Cerebellar dysplasia,1
Posterior fossa syndrome,1
Ureteric repair,1
Staphyloma,1
Arterial stiffness,1
Keratomileusis,1
Pericarditis fungal,1
Measles post vaccine,1
Joint injection,2
Acantholysis,1
Paraneoplastic pemphigus,2
Product advertising issue,3
Protein C deficiency,1
Restrictive cardiomyopathy,2
Cytomegalovirus test,1
Acquired phimosis,4
Nuclear magnetic resonance imaging joint,2
Rib excision,1
Progesterone abnormal,1
Bone formation decreased,6
Acid-base balance disorder mixed,2
Kussmaul respiration,4
Gastrointestinal cancer metastatic,1
Myocardial calcification,1
Myocarditis post infection,1
Hepatic vein dilatation,2
Medical device site induration,1
Laryngotracheal oedema,1
Congenital aortic atresia,2
Hypoprolactinaemia,1
Tooth resorption,5
Tenotomy,7
Lactate dehydrogenase urine increased,1
Fishbane reaction,3
Skin test negative,3
Candidiasis of trachea,1
Fracture treatment,3
Adenoviral conjunctivitis,2
Inhibin B decreased,1
Protein urine absent,1
Haemophobia,2
Peripheral T-cell lymphoma unspecified recurrent,2
Ulcerative duodenitis,2
Onychogryphosis,1
Eosinophils urine present,1
Implant site cellulitis,8
NUT midline carcinoma,1
Depressive delusion,1
Lipids decreased,2
Enostosis,3
Pleomorphic adenoma,3
Disseminated varicella zoster vaccine virus infection,3
Choroidal infarction,1
New daily persistent headache,1
Bursitis infective staphylococcal,1
Necrotising panniculitis,4
Product friable,4
Carotid body tumour,1
Male genital atrophy,2
Superficial spreading melanoma stage IV,1
Copper metabolism disorder,2
Nontherapeutic agent blood positive,1
Neuropathy vitamin B6 deficiency,1
Rhinitis perennial,1
Lacrimation disorder,3
Tympanic membrane hyperaemia,1
Vitreous loss,2
Posterior capsule rupture,1
Cryofibrinogenaemia,1
Ostectomy,1
Dihydropyrimidine dehydrogenase deficiency,1
